0.000000000000000000e+00,6.569500000000000455e+02,7.711499999999999773e+02,6.128000000000000114e+01,0.000000000000000000e+00,1.632599999999999909e+02,1.981699999999999875e+02,6.706999999999999318e+01,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
1.000000000000000000e+00,6.438500000000000227e+02,7.558300000000000409e+02,6.117000000000000171e+01,0.000000000000000000e+00,1.629499999999999886e+02,1.979000000000000057e+02,6.723000000000000398e+01,1.300000000000000044e-01,0.000000000000000000e+00,1.400999999999999979e+01,3.583999999999999773e+02,8.260999999999999943e+01
2.000000000000000000e+00,5.669199999999999591e+02,6.698500000000000227e+02,6.487000000000000455e+01,0.000000000000000000e+00,1.564199999999999875e+02,1.918899999999999864e+02,6.859999999999999432e+01,2.000000000000000000e+00,4.509999999999999787e+00,7.240999999999999659e+01,2.035900000000000034e+02,5.122999999999999687e+01
3.000000000000000000e+00,4.273100000000000023e+02,5.229199999999999591e+02,7.629999999999999716e+01,0.000000000000000000e+00,1.389000000000000057e+02,1.734900000000000091e+02,7.264000000000000057e+01,9.000000000000000000e+00,5.393999999999999773e+01,1.367100000000000080e+02,1.607500000000000000e+02,3.164000000000000057e+01
4.000000000000000000e+00,2.606299999999999955e+02,3.515000000000000000e+02,9.593999999999999773e+01,0.000000000000000000e+00,1.094899999999999949e+02,1.412700000000000102e+02,8.021999999999999886e+01,5.200000000000000178e+00,7.948999999999999488e+01,1.682599999999999909e+02,1.467599999999999909e+02,2.176999999999999957e+01
5.000000000000000000e+00,1.018499999999999943e+02,1.833000000000000114e+02,1.395699999999999932e+02,0.000000000000000000e+00,6.428000000000000114e+01,9.300000000000000000e+01,1.059599999999999937e+02,2.450000000000000000e+01,5.510000000000000142e+01,1.379300000000000068e+02,1.704900000000000091e+02,1.928999999999999915e+01
6.000000000000000000e+00,2.607000000000000028e+01,8.800000000000000000e+01,2.133400000000000034e+02,0.000000000000000000e+00,2.814999999999999858e+01,5.517999999999999972e+01,1.540099999999999909e+02,5.129999999999999716e+01,2.385999999999999943e+01,9.526000000000000512e+01,2.179699999999999989e+02,2.530999999999999872e+01
7.000000000000000000e+00,3.080000000000000071e+00,3.865999999999999659e+01,3.236100000000000136e+02,0.000000000000000000e+00,7.190000000000000391e+00,3.014000000000000057e+01,2.257299999999999898e+02,7.373000000000000398e+01,6.019999999999999574e+00,6.090999999999999659e+01,2.873399999999999750e+02,4.490999999999999659e+01
8.000000000000000000e+00,2.099999999999999922e-01,2.351999999999999957e+01,4.186700000000000159e+02,0.000000000000000000e+00,1.479999999999999982e+00,2.155999999999999872e+01,2.829599999999999795e+02,8.254999999999999716e+01,1.159999999999999920e+00,4.825999999999999801e+01,3.322099999999999795e+02,6.243999999999999773e+01
9.000000000000000000e+00,0.000000000000000000e+00,1.526999999999999957e+01,5.097300000000000182e+02,0.000000000000000000e+00,1.900000000000000022e-01,1.678999999999999915e+01,3.220000000000000000e+02,8.673000000000000398e+01,1.300000000000000044e-01,4.260999999999999943e+01,3.593899999999999864e+02,7.409000000000000341e+01
